
xB     Q2     -t     phi    sig              stat-err        sys-err
0.156  1.428  0.603  157.4  0.0239735        0.0034767       0.00283872
0.156  1.428  0.603  172.5  0.0369919        0.00580484      0.00317484
0.156  1.428  0.603  187.5  0.0442136        0.00864085      0.00372065
0.156  1.428  0.603  202.6  0.0319285        0.00527373      0.00374261
0.156  1.428  0.603  217.7  0.0389343        0.00545653      0.00403791
0.156  1.427  0.603  232.8  0.0499872        0.00635881      0.00662136
0.156  1.427  0.604  247.8  0.0492752        0.00757416      0.00425845
0.156  1.427  0.604  262.9  0.0555062        0.00610488      0.00531406
0.156  1.427  0.604  278    0.100235         0.00844004      0.00753623
0.156  1.426  0.604  293.1  0.168816         0.015084        0.0110989
0.156  1.426  0.603  308.2  0.206922         0.0157931       0.0129
0.156  1.426  0.602  323.3  0.337753         0.0202602       0.0571339
0.156  1.422  0.869  7.5    0.214642         0.0150695       0.0135819
0.156  1.426  0.858  21.9   0.194786         0.0126277       0.012779
0.156  1.426  0.862  36.8   0.0876772        0.00584765      0.00525416
0.156  1.426  0.864  51.8   0.0593512        0.00433243      0.00573046
0.156  1.427  0.864  66.9   0.0591082        0.00619091      0.00397661
0.156  1.427  0.865  82     0.0349561        0.00459457      0.00298795
0.156  1.427  0.865  97.1   0.0243995        0.00363224      0.00155198
0.156  1.428  0.865  112.2  0.00922085       0.0015201       0.000840437
0.156  1.428  0.864  127.2  0.0115157        0.00304403      0.00112042
0.156  1.428  0.864  142.3  0.0081791        0.0033029       0.00315904
0.155  1.428  0.864  172.5  0.0123051        0.00511247      0.00419238
0.155  1.428  0.864  202.6  0.00754683       0.00517272      0.00313872
0.156  1.428  0.864  217.7  0.00797954       0.00290502      0.000698303
0.156  1.428  0.864  232.8  0.00748529       0.0021696       0.00235297
0.156  1.428  0.865  247.8  0.0133572        0.00231703      0.00451402
0.156  1.427  0.865  262.9  0.0233869        0.00347448      0.00187929
0.156  1.427  0.865  278    0.0275822        0.00298372      0.0023459
0.156  1.427  0.864  293.1  0.0372962        0.00378245      0.0038068
0.156  1.426  0.864  308.2  0.0541785        0.00494046      0.00508403
0.156  1.426  0.862  323.2  0.103542         0.00720686      0.00940181
0.156  1.426  0.858  338.1  0.163527         0.00860597      0.0105308
0.156  1.422  0.869  352.5  0.176116         0.0108913       0.0118132
0.156  1.424  1.382  7.3    0.0301036        0.00262102      0.00221759
0.156  1.425  1.381  22     0.0227179        0.0021818       0.00206423
0.156  1.426  1.381  36.9   0.0160933        0.00194145      0.00110962
0.156  1.426  1.38   51.9   0.0103624        0.001206        0.000753071
0.156  1.427  1.38   66.9   0.00616011       0.00128557      0.000561487
0.156  1.428  1.38   82     0.0104516        0.0031523       0.00122891
0.156  1.428  1.379  97     0.00578335       0.00195607      0.000961658
0.156  1.428  1.379  247.9  0.00534491       0.00293571      0.000497027
0.156  1.428  1.379  263    0.0038741        0.00115288      0.000512155
0.156  1.428  1.38   278    0.00414561       0.000881777     0.00160725
0.156  1.427  1.38   293.1  0.00566156       0.000940092     0.00078235
0.156  1.426  1.381  323.1  0.0193211        0.00228207      0.00161606
0.156  1.425  1.381  338    0.0205561        0.00181047      0.00177627
0.156  1.424  1.382  352.7  0.0324469        0.00243686      0.108316
0.184  1.484  0.109  7.5    3.28944          0.230949        0.410019
0.184  1.483  0.109  22.3   3.75378          0.179514        0.239285
0.184  1.484  0.109  37.1   3.13625          0.131461        0.188665
0.184  1.485  0.109  52.1   2.39009          0.123423        0.151942
0.184  1.486  0.109  67.1   1.58261          0.116797        0.29095
0.184  1.486  0.109  82.1   1.31686          0.10462         0.101274
0.184  1.487  0.108  97.2   1.32584          0.105013        0.103547
0.184  1.487  0.108  112.2  1.01569          0.0920484       0.0777663
0.184  1.487  0.108  127.3  0.809564         0.103675        0.0561801
0.184  1.487  0.108  142.3  0.841645         0.103523        0.0838599
0.184  1.487  0.108  157.4  0.556645         0.0585616       0.0544233
0.184  1.487  0.108  172.5  0.727001         0.1114          0.0717127
0.184  1.487  0.108  187.5  0.545443         0.0872943       0.0557602
0.184  1.487  0.108  202.6  0.475303         0.0529145       0.037258
0.184  1.487  0.108  232.7  0.620703         0.0690745       0.131646
0.184  1.487  0.108  247.8  0.957045         0.0866958       0.0731978
0.184  1.487  0.108  262.8  0.968188         0.0678608       0.0705122
0.184  1.486  0.109  277.9  1.28689          0.0909638       0.10627
0.184  1.486  0.109  292.9  1.74508          0.124364        0.141811
0.184  1.485  0.109  307.9  2.41738          0.134863        0.189211
0.184  1.484  0.109  322.9  2.64329          0.111599        0.242508
0.184  1.483  0.109  337.7  3.8471           0.191316        0.239917
0.186  1.487  0.152  22.8   3.10962          0.246056        0.185399
0.184  1.485  0.154  37     2.08288          0.0752912       0.12945
0.184  1.486  0.154  52     1.52767          0.0627883       0.0920675
0.184  1.486  0.153  67     1.15675          0.0694125       0.0754447
0.184  1.487  0.153  82.1   0.817788         0.0522498       0.0783697
0.184  1.487  0.153  97.1   0.732793         0.0472686       0.0571351
0.184  1.488  0.153  112.2  0.487856         0.0343118       0.0365552
0.184  1.488  0.153  127.3  0.42553          0.0435837       0.03417
0.184  1.488  0.153  142.3  0.446953         0.0462026       0.0418725
0.184  1.488  0.153  157.4  0.362969         0.0364586       0.0269081
0.184  1.488  0.153  172.5  0.332098         0.037159        0.0357996
0.184  1.488  0.153  187.5  0.4918           0.0675637       0.0882995
0.184  1.488  0.153  202.6  0.40393          0.0394029       0.0263862
0.184  1.488  0.153  217.7  0.367013         0.0310961       0.0355805
0.184  1.488  0.153  232.7  0.578329         0.0614431       0.0578508
0.184  1.488  0.153  247.8  0.536947         0.0444069       0.0464176
0.184  1.487  0.153  262.9  0.807568         0.0548771       0.0729691
0.184  1.487  0.153  277.9  0.819479         0.0495739       0.0731857
0.184  1.486  0.153  293    1.25091          0.0841325       0.08221
0.184  1.486  0.154  308    1.73863          0.0822552       0.106801
0.184  1.485  0.154  323    2.20586          0.0865837       0.176398
0.186  1.487  0.152  337.2  2.65737          0.196097        0.390994
0.184  1.485  0.204  37     2.06926          0.0885157       0.122799
0.184  1.486  0.204  51.9   1.42709          0.0666246       0.0860191
0.184  1.487  0.203  67     0.923835         0.0619946       0.0563769
0.184  1.487  0.203  82     0.48685          0.03603         0.0464621
0.184  1.488  0.203  97.1   0.409777         0.0324122       0.0370336
0.184  1.488  0.203  112.2  0.295093         0.0249324       0.0232547
0.184  1.488  0.203  127.2  0.390845         0.0471923       0.0351778
0.184  1.488  0.203  142.3  0.319135         0.0425409       0.0268692
0.184  1.488  0.203  157.4  0.258765         0.027938        0.0210493
0.184  1.489  0.203  172.5  0.205677         0.0287346       0.024005
0.184  1.489  0.203  187.5  0.242818         0.0373018       0.0317449
0.184  1.488  0.203  202.6  0.175182         0.0215793       0.0178006
0.184  1.488  0.203  217.7  0.194034         0.0185819       0.0206937
0.184  1.488  0.203  232.8  0.284512         0.0288521       0.0242733
0.184  1.488  0.203  247.8  0.334776         0.033267        0.0346595
0.184  1.488  0.203  262.9  0.429924         0.0338557       0.0324024
0.184  1.487  0.203  278    0.67346          0.0469023       0.0512429
0.184  1.487  0.203  293    0.748798         0.049752        0.0569677
0.184  1.486  0.204  308.1  1.59171          0.0917871       0.123409
0.184  1.485  0.204  323    2.0552           0.0922943       0.193016
0.185  1.486  0.263  37.1   1.52515          0.0706655       0.090277
0.184  1.486  0.262  51.8   1.02187          0.0475091       0.0661437
0.184  1.487  0.262  66.9   0.453811         0.0305706       0.0372858
0.184  1.488  0.262  82     0.37782          0.0299837       0.0300294
0.184  1.488  0.262  97.1   0.300346         0.0240259       0.0190453
0.184  1.488  0.262  112.2  0.171282         0.0160219       0.0165287
0.184  1.488  0.262  127.2  0.25257          0.0291516       0.0251537
0.184  1.489  0.262  142.3  0.160696         0.0208445       0.0207225
0.184  1.489  0.262  157.4  0.124948         0.0158302       0.0139334
0.184  1.489  0.262  172.5  0.135011         0.0177096       0.0137982
0.184  1.489  0.262  187.5  0.209902         0.0418919       0.0231595
0.184  1.489  0.262  202.6  0.170095         0.0208185       0.0104481
0.184  1.489  0.262  217.7  0.181883         0.0176753       0.0145713
0.184  1.488  0.262  232.8  0.187333         0.0206391       0.0181577
0.184  1.488  0.262  247.8  0.223142         0.0249743       0.0332882
0.184  1.488  0.262  262.9  0.25233          0.0208095       0.0189814
0.184  1.488  0.262  278    0.309024         0.0222433       0.0213872
0.184  1.487  0.262  293.1  0.482578         0.0333866       0.0359799
0.184  1.486  0.262  308.2  0.896217         0.0510642       0.0565576
0.185  1.486  0.263  322.9  1.36954          0.0695186       5.59949
0.185  1.486  0.342  37     1.19535          0.06268         0.0707411
0.184  1.487  0.341  51.7   0.557466         0.0270412       0.033659
0.184  1.487  0.341  66.8   0.389085         0.0301257       0.0276135
0.184  1.488  0.341  82     0.25907          0.0244906       0.0184454
0.184  1.488  0.34   97.1   0.163882         0.0156267       0.0102981
0.184  1.489  0.34   112.1  0.128182         0.012521        0.0105091
0.184  1.489  0.34   127.2  0.0980256        0.0130917       0.017962
0.184  1.489  0.34   142.3  0.118775         0.0217824       0.0282944
0.184  1.489  0.34   157.4  0.0612371        0.0124094       0.00869434
0.184  1.489  0.34   172.5  0.0682383        0.0144192       0.00538046
0.184  1.489  0.34   187.5  0.0804228        0.0220481       0.0594533
0.184  1.489  0.34   202.6  0.0954823        0.0166632       0.0110706
0.184  1.489  0.34   217.7  0.104906         0.0136349       0.00808048
0.184  1.489  0.34   232.8  0.104819         0.0115922       0.00748625
0.184  1.489  0.34   247.9  0.110471         0.0129672       0.0180182
0.184  1.488  0.34   262.9  0.206697         0.02087         0.0174241
0.184  1.488  0.341  278    0.277298         0.0257022       0.0173225
0.184  1.487  0.341  293.2  0.306109         0.0231713       0.0201424
0.184  1.487  0.341  308.3  0.60408          0.0384046       0.0470825
0.185  1.486  0.342  323    1.1944           0.0701252       0.0816872
0.185  1.486  0.449  36.6   0.715606         0.0363825       0.0477631
0.184  1.487  0.448  51.6   0.297769         0.0161807       0.0208697
0.184  1.488  0.447  66.8   0.221993         0.0180009       0.0150444
0.184  1.488  0.447  81.9   0.223873         0.0272361       0.0137797
0.184  1.488  0.447  97     0.105894         0.01154         0.00746317
0.184  1.489  0.447  112.1  0.0579954        0.00674124      0.00485468
0.184  1.489  0.447  127.2  0.0414588        0.00696707      0.00587451
0.184  1.489  0.447  142.3  0.0339362        0.0111152       0.00375045
0.184  1.489  0.447  157.4  0.0465566        0.0165111       0.00306094
0.184  1.489  0.447  172.5  0.0478106        0.028732        0.0247833
0.184  1.489  0.447  187.5  0.171243         0.141428        0.0666976
0.184  1.489  0.447  202.6  0.0357088        0.0131957       0.0028992
0.184  1.489  0.447  217.7  0.0394791        0.00836473      0.0090769
0.184  1.489  0.447  232.8  0.0637464        0.0109257       0.00530031
0.184  1.489  0.447  247.9  0.074471         0.0105654       0.0119762
0.184  1.488  0.447  263    0.0928379        0.0108062       0.0108868
0.184  1.488  0.447  278.1  0.142844         0.0142544       0.009403
0.184  1.488  0.447  293.2  0.173117         0.0145249       0.0129338
0.184  1.487  0.448  308.4  0.334097         0.0251787       0.0265193
0.185  1.486  0.449  323.4  0.659438         0.0373938       0.0509001
0.185  1.487  0.604  36.4   0.330055         0.016408        0.0195907
0.185  1.487  0.605  51.6   0.180894         0.0114855       0.0120836
0.185  1.488  0.605  66.8   0.107257         0.0103484       0.0106089
0.185  1.488  0.604  81.9   0.0624621        0.00791255      0.0070787
0.185  1.489  0.604  97     0.0434268        0.00559205      0.00473662
0.185  1.489  0.604  112.1  0.0382704        0.00691336      0.006402
0.185  1.489  0.604  127.2  0.0152251        0.00670513      0.00295987
0.185  1.489  0.604  232.8  0.0366838        0.0134555       0.00349622
0.185  1.489  0.604  247.9  0.046155         0.0124082       0.00692869
0.185  1.489  0.604  263    0.0372058        0.00545785      0.00381901
0.185  1.488  0.604  278.1  0.0790464        0.00816828      0.00656794
0.185  1.488  0.605  293.2  0.122315         0.0109594       0.00823685
0.185  1.487  0.605  308.4  0.195961         0.0165785       0.0170588
0.185  1.487  0.604  323.6  0.335623         0.0198152       0.147649
0.185  1.484  0.875  22.2   0.217187         0.0153666       0.0241194
0.185  1.487  0.864  36.5   0.111586         0.00706337      0.00811829
0.185  1.488  0.866  51.6   0.0728857        0.00627601      0.00476842
0.185  1.488  0.866  66.8   0.0388885        0.00426788      0.00264114
0.185  1.489  0.866  81.9   0.0231184        0.00502535      0.00250383
0.185  1.489  0.866  97     0.0219298        0.00651636      0.00130649
0.184  1.489  0.865  112.1  0.0040231        0.0034112       0.00169495
0.185  1.49   0.865  187.5  0.0186404        0.0115521       0.00108691
0.184  1.489  0.865  247.9  0.0353135        0.0311351       0.0029905
0.185  1.489  0.866  263    0.0276868        0.00790741      0.00353932
0.185  1.489  0.866  278.1  0.022447         0.00273102      0.00219766
0.185  1.488  0.866  293.2  0.03003          0.00317366      0.00290714
0.185  1.488  0.866  308.4  0.0795325        0.0086881       0.00584131
0.185  1.487  0.864  323.5  0.116053         0.0083238       0.00824489
0.185  1.484  0.875  337.8  0.194939         0.0114455       0.0160233
0.186  1.485  1.38   7.1    0.0594428        0.00415642      0.00396321
0.185  1.486  1.381  21.7   0.0325479        0.00322424      0.00261504
0.185  1.487  1.382  36.6   0.0233379        0.00290519      0.00180037
0.185  1.488  1.382  51.6   0.0091347        0.00123394      0.000860202
0.185  1.489  1.382  66.8   0.00534475       0.00102807      0.000464668
0.185  1.489  1.382  293.2  0.0049328        0.00138763      0.000392729
