Bin	xB	xB	xB	Q2	Q2	Q2	|t|	|t|	|t|	phi	phi	phi	|t_min|	|t_col|	P1	P2	max(|P1*P2|)	min(|P1*P2|)	ep->epg (all heli.)	ep->epg (all heli.)	ep->epg (all heli.)	ep->epg (all heli.)	ep->epg (all heli.)	ep->epg (all heli.)	DVπ0P (all heli.) 	DVπ0P (all heli.) 	DVπ0P (all heli.) 	DVπ0P (all heli.) 	DVπ0P (all heli.) 	DVπ0P (all heli.) 	cont. ratio (all heli.)	cont. ratio (all heli.)	cont. ratio (all heli.)	cont. ratio (all heli.)	cont. ratio (all heli.)	cont. ratio (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	RC factor	Finite bin factor	Total RC factor	ep->epg (+ heli.)	ep->epg (+ heli.)	ep->epg (+ heli.)	ep->epg (+ heli.)	ep->epg (+ heli.)	ep->epg (+ heli.)	DVπ0P (+ heli.)	DVπ0P (+ heli.)	DVπ0P (+ heli.)	DVπ0P (+ heli.)	DVπ0P (+ heli.)	DVπ0P (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	RC factor	Finite bin factor	Total RC factor	ep->epg (- heli.)	ep->epg (- heli.)	ep->epg (- heli.)	ep->epg (- heli.)	ep->epg (- heli.)	ep->epg (- heli.)	DVπ0P (- heli.)	DVπ0P (- heli.)	DVπ0P (- heli.)	DVπ0P (- heli.)	DVπ0P (- heli.)	DVπ0P (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	RC factor	Finite bin factor	Total RC factor	Nominal Bin Volume	Filled Bin Volume	Unpolarized cross section	Unpolarized cross section	Unpolarized cross section	Polarized cross section	Polarized cross section	BH2 	BH2 	BH2 	BH2 	Int.	Int.	Int.	Int.	Int.	Int.	Int.	DVCS2	DVCS2	DVCS2	DVCS2
(4, 0, 2, 22)	0.204	0.268	0.228	1.000	1.200	1.101	0.250	0.400	0.323	330	345	338.20	0.054	0.883	-0.755	1.462	1.652	0.565	0	0	0	0	50	0	0	0	0	0	104	0	0.0	0.0	0.0	0.0	28.1	0.0	0.0000	0.0000	0.0000	0.0000	0.0189	0.0140	0.0121	0.0124	0.9033	0.9630	0.8699	0	0	0	0	16	0	0	0	0	0	47	0	0.0000	0.0000	0.0000	0.0000	0.0177	0.0135	0.0121	0.0106	0.9032	0.9634	0.8702	0	0	0	0	34	0	0	0	0	0	56	0	0.0000	0.0000	0.0000	0.0000	0.0202	0.0145	0.0121	0.0142	0.9034	0.9626	0.8696	0.0005	0.0004	2.0133e-01	2.2170e-01	2.6584e-01	-6.3415e-02	-3.0020e-02	4.1567e-02	4.3999e+00	1.0142e+00	-1.1032e-02	5.2929e-02	2.2253e+00	3.7180e+00	0.0000e+00	0.0000e+00	-1.526969e+00	0.000000e+00	9.5016e-04	1.1664e+02	0.0000e+00	0.000000e+00
(4, 0, 2, 23)	0.204	0.268	0.228	1.000	1.200	1.101	0.250	0.400	0.323	345	360	352.79	0.054	0.883	-0.585	1.291	1.750	0.336	0	0	0	0	123	0	0	0	0	0	52	0	0.0	0.0	0.0	0.0	12.3	0.0	0.0000	0.0000	0.0000	0.0000	0.0267	0.0215	0.0196	0.0199	0.9033	0.9778	0.8833	0	0	0	0	57	0	0	0	0	0	27	0	0.0000	0.0000	0.0000	0.0000	0.0279	0.0221	0.0195	0.0200	0.9034	0.9766	0.8822	0	0	0	0	65	0	0	0	0	0	25	0	0.0000	0.0000	0.0000	0.0000	0.0255	0.0208	0.0197	0.0198	0.9033	0.9790	0.8843	0.0005	0.0004	4.0817e-01	3.2784e-01	3.2287e-01	-3.0071e-02	-1.4832e-02	6.0763e-02	4.3999e+00	1.0142e+00	-1.1032e-02	7.7372e-02	2.2253e+00	3.7180e+00	0.0000e+00	0.0000e+00	-1.526969e+00	0.000000e+00	9.5016e-04	1.1664e+02	0.0000e+00	0.000000e+00
(4, 0, 3, 0)	0.204	0.268	0.227	1.000	1.200	1.097	0.400	0.600	0.506	0	15	6.69	0.054	0.880	-0.238	0.776	0.551	0.041	0	0	0	0	58	32	0	0	0	0	16	10	0.0	0.0	0.0	0.0	6.2	2.2	0.0000	0.0000	0.0000	0.0000	0.0136	0.0106	0.0093	0.0103	0.9099	0.9444	0.8594	0	0	0	0	26	23	0	0	0	0	9	5	0.0000	0.0000	0.0000	0.0000	0.0133	0.0106	0.0091	0.0102	0.9100	0.9452	0.8601	0	0	0	0	32	9	0	0	0	0	7	5	0.0000	0.0000	0.0000	0.0000	0.0139	0.0105	0.0094	0.0104	0.9099	0.9436	0.8586	0.0007	0.0006	5.2974e-01	5.6056e-01	6.0512e-01	2.7146e-03	1.9472e-02	1.6048e-01	2.8822e+00	5.7551e-01	4.0344e-02	2.0447e-01	3.3523e+00	3.5007e+00	0.0000e+00	0.0000e+00	-8.175224e-01	0.000000e+00	9.5977e-04	7.7621e+01	0.0000e+00	0.000000e+00
(4, 0, 3, 2)	0.204	0.268	0.227	1.000	1.200	1.097	0.400	0.600	0.506	30	45	36.33	0.054	0.880	-0.877	1.415	0.604	0.052	0	0	0	0	51	0	0	0	0	0	117	0	0.0	0.0	0.0	0.0	27.8	0.0	0.0000	0.0000	0.0000	0.0000	0.0190	0.0151	0.0122	0.0151	0.9090	0.9570	0.8700	0	0	0	0	23	0	0	0	0	0	58	0	0.0000	0.0000	0.0000	0.0000	0.0187	0.0152	0.0105	0.0150	0.9088	0.9603	0.8727	0	0	0	0	28	0	0	0	0	0	58	0	0.0000	0.0000	0.0000	0.0000	0.0192	0.0150	0.0138	0.0151	0.9093	0.9539	0.8674	0.0007	0.0006	1.7433e-01	8.0148e-02	1.7016e-01	1.0043e-02	1.4730e-02	2.3869e-02	2.8822e+00	5.7551e-01	4.0344e-02	3.0412e-02	3.3523e+00	3.5007e+00	0.0000e+00	0.0000e+00	-8.175224e-01	0.000000e+00	9.5977e-04	7.7621e+01	0.0000e+00	0.000000e+00
(4, 0, 3, 3)	0.204	0.268	0.227	1.000	1.200	1.097	0.400	0.600	0.506	45	60	51.48	0.054	0.880	-1.499	2.038	0.542	0.038	0	0	0	0	67	0	0	0	0	0	217	0	0.0	0.0	0.0	0.0	53.5	0.0	0.0000	0.0000	0.0000	0.0000	0.0350	0.0257	0.0253	0.0277	0.9067	0.9979	0.9048	0	0	0	0	43	0	0	0	0	0	100	0	0.0000	0.0000	0.0000	0.0000	0.0351	0.0234	0.0183	0.0275	0.9067	0.9985	0.9053	0	0	0	0	23	0	0	0	0	0	115	0	0.0000	0.0000	0.0000	0.0000	0.0350	0.0281	0.0324	0.0280	0.9067	0.9974	0.9044	0.0007	0.0006	6.8146e-02	3.1309e-02	1.2000e-01	5.4292e-02	7.8964e-03	9.6887e-03	2.8822e+00	5.7551e-01	4.0344e-02	1.2345e-02	3.3523e+00	3.5007e+00	0.0000e+00	0.0000e+00	-8.175224e-01	0.000000e+00	9.5977e-04	7.7621e+01	0.0000e+00	0.000000e+00
(4, 0, 3, 4)	0.204	0.268	0.227	1.000	1.200	1.097	0.400	0.600	0.506	60	75	66.67	0.054	0.880	-2.271	2.810	0.501	0.039	0	0	0	0	49	0	0	0	0	0	272	0	0.0	0.0	0.0	0.0	73.1	0.0	0.0000	0.0000	0.0000	0.0000	0.0332	0.0263	0.0241	0.0256	0.9038	1.0275	0.9286	0	0	0	0	27	0	0	0	0	0	132	0	0.0000	0.0000	0.0000	0.0000	0.0294	0.0312	0.0287	0.0271	0.9036	1.0288	0.9296	0	0	0	0	20	0	0	0	0	0	140	0	0.0000	0.0000	0.0000	0.0000	0.0375	0.0214	0.0197	0.0240	0.9039	1.0262	0.9276	0.0007	0.0006	2.5540e-02	1.4299e-02	1.0027e-01	-4.1019e-04	4.4368e-03	4.6388e-03	2.8822e+00	5.7551e-01	4.0344e-02	5.9105e-03	3.3523e+00	3.5007e+00	0.0000e+00	0.0000e+00	-8.175224e-01	0.000000e+00	9.5977e-04	7.7621e+01	0.0000e+00	0.000000e+00
(4, 0, 3, 5)	0.204	0.268	0.227	1.000	1.200	1.097	0.400	0.600	0.506	75	90	81.76	0.054	0.880	-3.132	3.671	0.389	0.054	0	0	0	0	38	0	0	0	0	0	197	0	0.0	0.0	0.0	0.0	95.6	0.0	0.0000	0.0000	0.0000	0.0000	0.0344	0.0261	0.0188	0.0251	0.9006	1.0500	0.9457	0	0	0	0	20	0	0	0	0	0	98	0	0.0000	0.0000	0.0000	0.0000	0.0342	0.0199	0.0147	0.0294	0.9007	1.0666	0.9607	0	0	0	0	18	0	0	0	0	0	97	0	0.0000	0.0000	0.0000	0.0000	0.0346	0.0321	0.0227	0.0205	0.9004	1.0342	0.9312	0.0007	0.0006	6.8064e-03	7.5352e-03	9.1293e-02	2.1314e-03	2.6547e-03	2.5752e-03	2.8822e+00	5.7551e-01	4.0344e-02	3.2812e-03	3.3523e+00	3.5007e+00	0.0000e+00	0.0000e+00	-8.175224e-01	0.000000e+00	9.5977e-04	7.7621e+01	0.0000e+00	0.000000e+00
(4, 0, 3, 6)	0.204	0.268	0.227	1.000	1.200	1.097	0.400	0.600	0.506	90	105	96.98	0.054	0.880	-4.034	4.573	0.505	0.056	0	0	0	0	43	0	0	0	0	1	169	0	0.0	0.0	0.0	0.0	69.2	0.0	0.0000	0.0000	0.0000	0.0000	0.0404	0.0209	0.0206	0.0315	0.8971	1.0717	0.9614	0	0	0	0	18	0	0	0	0	1	72	0	0.0000	0.0000	0.0000	0.0000	0.0604	0.0169	0.0276	0.0153	0.8975	1.0784	0.9679	0	0	0	0	24	0	0	0	0	0	96	0	0.0000	0.0000	0.0000	0.0000	0.0203	0.0249	0.0136	0.0486	0.8967	1.0659	0.9559	0.0007	0.0006	3.0288e-02	4.4505e-03	8.6605e-02	-2.2247e-02	1.6593e-03	1.6049e-03	2.8822e+00	5.7551e-01	4.0344e-02	2.0448e-03	3.3523e+00	3.5007e+00	0.0000e+00	0.0000e+00	-8.175224e-01	0.000000e+00	9.5977e-04	7.7621e+01	0.0000e+00	0.000000e+00
(4, 0, 3, 7)	0.204	0.268	0.227	1.000	1.200	1.097	0.400	0.600	0.506	105	120	112.11	0.054	0.880	-4.902	5.441	0.579	0.047	0	0	0	8	32	0	0	0	0	28	91	0	0.0	0.0	0.0	100.0	58.0	0.0	0.0000	0.0000	0.0000	0.0000	0.0309	0.0189	0.0139	0.0120	0.8942	1.0846	0.9698	0	0	0	4	16	0	0	0	0	13	52	0	0.0000	0.0000	0.0000	0.0000	0.0385	0.0196	0.0226	0.0168	0.8947	1.0878	0.9733	0	0	0	4	16	0	0	0	0	14	38	0	0.0000	0.0000	0.0000	0.0000	0.0222	0.0183	0.0065	0.0069	0.8937	1.0821	0.9671	0.0007	0.0006	4.3230e-02	2.9269e-03	8.3973e-02	-9.8865e-03	1.0713e-03	1.1101e-03	2.8822e+00	5.7551e-01	4.0344e-02	1.4144e-03	3.3523e+00	3.5007e+00	0.0000e+00	0.0000e+00	-8.175224e-01	0.000000e+00	9.5977e-04	7.7621e+01	0.0000e+00	0.000000e+00
(4, 0, 3, 8)	0.204	0.268	0.227	1.000	1.200	1.097	0.400	0.600	0.506	120	135	127.26	0.054	0.880	-5.683	6.221	0.558	0.037	0	0	0	110	1	0	0	0	0	128	3	0	0.0	0.0	0.0	66.6	32.4	0.0	0.0000	0.0000	0.0000	0.0000	0.0743	0.0344	0.0304	0.0278	0.8914	1.0899	0.9715	0	0	0	63	1	0	0	0	0	76	3	0	0.0000	0.0000	0.0000	0.0000	0.0548	0.0330	0.0237	0.0140	0.8914	1.0724	0.9559	0	0	0	47	0	0	0	0	0	50	0	0	0.0000	0.0000	0.0000	0.0000	0.0933	0.0357	0.0370	0.0415	0.8914	1.1066	0.9864	0.0007	0.0006	5.2649e-02	2.1130e-03	8.2400e-02	2.3361e-02	6.9427e-04	8.3751e-04	2.8822e+00	5.7551e-01	4.0344e-02	1.0671e-03	3.3523e+00	3.5007e+00	0.0000e+00	0.0000e+00	-8.175224e-01	0.000000e+00	9.5977e-04	7.7621e+01	0.0000e+00	0.000000e+00
(4, 0, 3, 9)	0.204	0.268	0.227	1.000	1.200	1.097	0.400	0.600	0.506	135	150	142.18	0.054	0.880	-6.311	6.849	0.493	0.051	0	0	0	152	0	0	0	0	0	132	0	0	0.0	0.0	0.0	59.7	0.0	0.0	0.0000	0.0000	0.0000	0.0000	0.0645	0.0585	0.0455	0.0344	0.8896	1.0837	0.9640	0	0	0	72	0	0	0	0	0	70	0	0	0.0000	0.0000	0.0000	0.0000	0.0308	0.0634	0.0393	0.0102	0.8893	1.0858	0.9656	0	0	0	78	0	0	0	0	0	60	0	0	0.0000	0.0000	0.0000	0.0000	0.1017	0.0541	0.0517	0.0658	0.8898	1.0802	0.9612	0.0007	0.0006	4.7822e-02	1.6697e-03	8.1460e-02	4.2948e-03	4.3750e-04	6.8498e-04	2.8822e+00	5.7551e-01	4.0344e-02	8.7275e-04	3.3523e+00	3.5007e+00	0.0000e+00	0.0000e+00	-8.175224e-01	0.000000e+00	9.5977e-04	7.7621e+01	0.0000e+00	0.000000e+00
(4, 0, 3, 10)	0.204	0.268	0.227	1.000	1.200	1.097	0.400	0.600	0.506	150	165	157.13	0.054	0.880	-6.759	7.297	0.419	0.046	0	0	0	87	0	0	0	0	0	40	0	0	0.0	0.0	0.0	39.8	0.0	0.0	0.0000	0.0000	0.0000	0.0000	0.0123	0.0199	0.0359	0.0278	0.8882	1.0878	0.9662	0	0	0	41	0	0	0	0	0	24	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0135	0.0427	0.0417	0.8891	1.0969	0.9753	0	0	0	45	0	0	0	0	0	16	0	0	0.0000	0.0000	0.0000	0.0000	0.0244	0.0260	0.0282	0.0139	0.8873	1.0810	0.9592	0.0007	0.0006	6.8698e-02	1.4289e-03	8.0914e-02	-1.6508e-02	2.4298e-04	6.0034e-04	2.8822e+00	5.7551e-01	4.0344e-02	7.6491e-04	3.3523e+00	3.5007e+00	0.0000e+00	0.0000e+00	-8.175224e-01	0.000000e+00	9.5977e-04	7.7621e+01	0.0000e+00	0.000000e+00
(4, 0, 3, 11)	0.204	0.268	0.227	1.000	1.200	1.097	0.400	0.600	0.506	165	180	172.25	0.054	0.880	-6.995	7.534	0.393	0.051	0	0	0	50	0	0	0	0	0	18	0	0	0.0	0.0	0.0	37.6	0.0	0.0	0.0000	0.0000	0.0000	0.0000	0.0412	0.0192	0.0134	0.0311	0.8875	1.0738	0.9530	0	0	0	19	0	0	0	0	0	4	0	0	0.0000	0.0000	0.0000	0.0000	0.0256	0.0195	0.0248	0.0351	0.8881	1.0784	0.9578	0	0	0	29	0	0	0	0	0	14	0	0	0.0000	0.0000	0.0000	0.0000	0.0517	0.0190	0.0000	0.0280	0.8868	1.0716	0.9503	0.0007	0.0006	1.0660e-01	1.3208e-03	8.0658e-02	2.5628e-02	7.8902e-05	5.6183e-04	2.8822e+00	5.7551e-01	4.0344e-02	7.1585e-04	3.3523e+00	3.5007e+00	0.0000e+00	0.0000e+00	-8.175224e-01	0.000000e+00	9.5977e-04	7.7621e+01	0.0000e+00	0.000000e+00
(4, 0, 3, 12)	0.204	0.268	0.227	1.000	1.200	1.097	0.400	0.600	0.506	180	195	187.42	0.054	0.880	-6.998	7.536	0.408	0.045	0	0	0	81	0	0	0	0	0	41	0	0	0.0	0.0	0.0	55.1	0.0	0.0	0.0000	0.0000	0.0000	0.0000	0.0515	0.0371	0.0189	0.0255	0.8882	1.1086	0.9846	0	0	0	44	0	0	0	0	0	23	0	0	0.0000	0.0000	0.0000	0.0000	0.0667	0.0369	0.0147	0.0292	0.8884	1.1092	0.9854	0	0	0	36	0	0	0	0	0	18	0	0	0.0000	0.0000	0.0000	0.0000	0.0385	0.0374	0.0234	0.0219	0.8880	1.1059	0.9820	0.0007	0.0006	6.9948e-02	1.3197e-03	8.0655e-02	3.3507e-02	-7.5490e-05	5.6143e-04	2.8822e+00	5.7551e-01	4.0344e-02	7.1533e-04	3.3523e+00	3.5007e+00	0.0000e+00	0.0000e+00	-8.175224e-01	0.000000e+00	9.5977e-04	7.7621e+01	0.0000e+00	0.000000e+00
(4, 0, 3, 13)	0.204	0.268	0.227	1.000	1.200	1.097	0.400	0.600	0.506	195	210	202.78	0.054	0.880	-6.761	7.299	0.359	0.054	0	0	0	87	0	0	0	0	0	25	0	0	0.0	0.0	0.0	31.6	0.0	0.0	0.0000	0.0000	0.0000	0.0000	0.0577	0.0342	0.0318	0.0117	0.8885	1.0795	0.9591	0	0	0	42	0	0	0	0	0	12	0	0	0.0000	0.0000	0.0000	0.0000	0.0800	0.0273	0.0305	0.0086	0.8879	1.0878	0.9659	0	0	0	45	0	0	0	0	0	13	0	0	0.0000	0.0000	0.0000	0.0000	0.0370	0.0415	0.0329	0.0143	0.8891	1.0757	0.9564	0.0007	0.0006	8.3822e-02	1.4279e-03	8.0912e-02	1.9185e-04	-2.4202e-04	6.0002e-04	2.8822e+00	5.7551e-01	4.0344e-02	7.6450e-04	3.3523e+00	3.5007e+00	0.0000e+00	0.0000e+00	-8.175224e-01	0.000000e+00	9.5977e-04	7.7621e+01	0.0000e+00	0.000000e+00
(4, 0, 3, 14)	0.204	0.268	0.227	1.000	1.200	1.097	0.400	0.600	0.506	210	225	217.70	0.054	0.880	-6.315	6.854	0.514	0.048	0	0	0	92	0	0	0	0	0	57	0	0	0.0	0.0	0.0	47.5	0.0	0.0	0.0000	0.0000	0.0000	0.0000	0.0481	0.0392	0.0274	0.0501	0.8906	1.0808	0.9625	0	0	0	46	0	0	0	0	0	28	0	0	0.0000	0.0000	0.0000	0.0000	0.0328	0.0455	0.0309	0.0486	0.8903	1.0742	0.9564	0	0	0	44	0	0	0	0	0	29	0	0	0.0000	0.0000	0.0000	0.0000	0.0698	0.0333	0.0241	0.0519	0.8910	1.0895	0.9708	0.0007	0.0006	6.8600e-02	1.6671e-03	8.1454e-02	-1.1575e-02	-4.3572e-04	6.8406e-04	2.8822e+00	5.7551e-01	4.0344e-02	8.7158e-04	3.3523e+00	3.5007e+00	0.0000e+00	0.0000e+00	-8.175224e-01	0.000000e+00	9.5977e-04	7.7621e+01	0.0000e+00	0.000000e+00
(4, 0, 3, 15)	0.204	0.268	0.227	1.000	1.200	1.097	0.400	0.600	0.506	225	240	232.70	0.054	0.880	-5.684	6.223	0.548	0.058	0	0	0	94	0	0	0	0	0	101	1	0	0.0	0.0	0.0	70.7	0.0	0.0	0.0000	0.0000	0.0000	0.0000	0.0286	0.0272	0.0262	0.0371	0.8921	1.0803	0.9637	0	0	0	55	0	0	0	0	0	43	0	0	0.0000	0.0000	0.0000	0.0000	0.0678	0.0312	0.0228	0.0311	0.8922	1.0830	0.9663	0	0	0	38	0	0	0	0	0	57	1	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0228	0.0299	0.0427	0.8918	1.0776	0.9610	0.0007	0.0006	6.0069e-02	2.1118e-03	8.2397e-02	2.0684e-02	-6.9364e-04	8.3709e-04	2.8822e+00	5.7551e-01	4.0344e-02	1.0666e-03	3.3523e+00	3.5007e+00	0.0000e+00	0.0000e+00	-8.175224e-01	0.000000e+00	9.5977e-04	7.7621e+01	0.0000e+00	0.000000e+00
(4, 0, 3, 16)	0.204	0.268	0.227	1.000	1.200	1.097	0.400	0.600	0.506	240	255	247.99	0.054	0.880	-4.897	5.435	0.477	0.064	0	0	0	12	24	0	0	0	0	19	59	0	0.0	0.0	0.0	82.3	66.1	0.0	0.0000	0.0000	0.0000	0.0000	0.0176	0.0119	0.0086	0.0198	0.8943	1.0818	0.9675	0	0	0	5	10	0	0	0	0	9	33	0	0.0000	0.0000	0.0000	0.0000	0.0351	0.0160	0.0130	0.0197	0.8939	1.0708	0.9572	0	0	0	7	14	0	0	0	0	10	25	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0079	0.0037	0.0199	0.8947	1.0972	0.9817	0.0007	0.0006	6.0785e-02	2.9340e-03	8.3986e-02	-3.7579e-02	-1.0743e-03	1.1124e-03	2.8822e+00	5.7551e-01	4.0344e-02	1.4174e-03	3.3523e+00	3.5007e+00	0.0000e+00	0.0000e+00	-8.175224e-01	0.000000e+00	9.5977e-04	7.7621e+01	0.0000e+00	0.000000e+00
(4, 0, 3, 17)	0.204	0.268	0.227	1.000	1.200	1.097	0.400	0.600	0.506	255	270	262.93	0.054	0.880	-4.039	4.578	0.548	0.052	0	0	0	0	61	0	0	0	0	0	315	0	0.0	0.0	0.0	0.0	82.9	0.0	0.0000	0.0000	0.0000	0.0000	0.0374	0.0217	0.0350	0.0314	0.8969	1.0755	0.9646	0	0	0	0	32	0	0	0	0	0	150	0	0.0000	0.0000	0.0000	0.0000	0.0405	0.0181	0.0295	0.0444	0.8970	1.0782	0.9672	0	0	0	0	29	0	0	0	0	0	162	0	0.0000	0.0000	0.0000	0.0000	0.0342	0.0254	0.0411	0.0190	0.8967	1.0735	0.9626	0.0007	0.0006	2.2177e-02	4.4389e-03	8.6586e-02	5.9858e-03	-1.6552e-03	1.6012e-03	2.8822e+00	5.7551e-01	4.0344e-02	2.0401e-03	3.3523e+00	3.5007e+00	0.0000e+00	0.0000e+00	-8.175224e-01	0.000000e+00	9.5977e-04	7.7621e+01	0.0000e+00	0.000000e+00
(4, 0, 3, 18)	0.204	0.268	0.227	1.000	1.200	1.097	0.400	0.600	0.506	270	285	278.11	0.054	0.880	-3.140	3.679	0.554	0.062	0	0	0	0	74	0	0	0	0	0	338	0	0.0	0.0	0.0	0.0	71.5	0.0	0.0000	0.0000	0.0000	0.0000	0.0418	0.0346	0.0324	0.0338	0.9004	1.0614	0.9557	0	0	0	0	28	0	0	0	0	0	166	0	0.0000	0.0000	0.0000	0.0000	0.0455	0.0336	0.0312	0.0356	0.9012	1.0727	0.9667	0	0	0	0	46	0	0	0	0	0	168	0	0.0000	0.0000	0.0000	0.0000	0.0380	0.0355	0.0336	0.0319	0.8997	1.0509	0.9454	0.0007	0.0006	3.7346e-02	7.4965e-03	9.1238e-02	-7.8765e-03	-2.6432e-03	2.5632e-03	2.8822e+00	5.7551e-01	4.0344e-02	3.2659e-03	3.3523e+00	3.5007e+00	0.0000e+00	0.0000e+00	-8.175224e-01	0.000000e+00	9.5977e-04	7.7621e+01	0.0000e+00	0.000000e+00
(4, 0, 3, 19)	0.204	0.268	0.227	1.000	1.200	1.097	0.400	0.600	0.506	285	300	293.26	0.054	0.880	-2.276	2.814	0.514	0.063	0	0	0	0	56	0	0	0	0	0	297	0	0.0	0.0	0.0	0.0	76.6	0.0	0.0000	0.0000	0.0000	0.0000	0.0305	0.0233	0.0295	0.0296	0.9037	1.0290	0.9299	0	0	0	0	20	0	0	0	0	0	152	0	0.0000	0.0000	0.0000	0.0000	0.0309	0.0212	0.0292	0.0203	0.9038	1.0309	0.9317	0	0	0	0	35	0	0	0	0	0	141	0	0.0000	0.0000	0.0000	0.0000	0.0300	0.0254	0.0298	0.0395	0.9036	1.0281	0.9290	0.0007	0.0006	2.2274e-02	1.4248e-02	1.0021e-01	-7.2670e-03	-4.4246e-03	4.6234e-03	2.8822e+00	5.7551e-01	4.0344e-02	5.8908e-03	3.3523e+00	3.5007e+00	0.0000e+00	0.0000e+00	-8.175224e-01	0.000000e+00	9.5977e-04	7.7621e+01	0.0000e+00	0.000000e+00
(4, 0, 3, 20)	0.204	0.268	0.227	1.000	1.200	1.097	0.400	0.600	0.506	300	315	308.54	0.054	0.880	-1.499	2.037	0.611	0.051	0	0	0	0	82	0	0	0	0	0	241	0	0.0	0.0	0.0	0.0	48.8	0.0	0.0000	0.0000	0.0000	0.0000	0.0421	0.0357	0.0299	0.0359	0.9061	1.0001	0.9062	0	0	0	0	39	0	0	0	0	0	125	0	0.0000	0.0000	0.0000	0.0000	0.0470	0.0339	0.0275	0.0364	0.9059	1.0016	0.9074	0	0	0	0	41	0	0	0	0	0	115	0	0.0000	0.0000	0.0000	0.0000	0.0373	0.0376	0.0325	0.0355	0.9062	0.9988	0.9051	0.0007	0.0006	7.3525e-02	3.1345e-02	1.2004e-01	6.7347e-03	-7.9028e-03	9.6992e-03	2.8822e+00	5.7551e-01	4.0344e-02	1.2358e-02	3.3523e+00	3.5007e+00	0.0000e+00	0.0000e+00	-8.175224e-01	0.000000e+00	9.5977e-04	7.7621e+01	0.0000e+00	0.000000e+00
(4, 0, 3, 21)	0.204	0.268	0.227	1.000	1.200	1.097	0.400	0.600	0.506	315	330	323.69	0.054	0.880	-0.876	1.414	0.549	0.058	0	0	0	0	100	0	0	0	0	0	150	0	0.0	0.0	0.0	0.0	28.8	0.0	0.0000	0.0000	0.0000	0.0000	0.0427	0.0315	0.0319	0.0344	0.9089	0.9557	0.8686	0	0	0	0	37	0	0	0	0	0	67	0	0.0000	0.0000	0.0000	0.0000	0.0425	0.0299	0.0292	0.0350	0.9090	0.9544	0.8675	0	0	0	0	61	0	0	0	0	0	81	0	0.0000	0.0000	0.0000	0.0000	0.0428	0.0331	0.0348	0.0337	0.9087	0.9571	0.8698	0.0007	0.0006	1.2924e-01	8.0252e-02	1.7026e-01	-2.3792e-02	-1.4741e-02	2.3899e-02	2.8822e+00	5.7551e-01	4.0344e-02	3.0450e-02	3.3523e+00	3.5007e+00	0.0000e+00	0.0000e+00	-8.175224e-01	0.000000e+00	9.5977e-04	7.7621e+01	0.0000e+00	0.000000e+00
(4, 0, 3, 22)	0.204	0.268	0.227	1.000	1.200	1.097	0.400	0.600	0.506	330	345	338.79	0.054	0.880	-0.445	0.984	0.482	0.057	0	0	0	0	60	0	0	0	0	0	69	1	0.0	0.0	0.0	0.0	16.6	0.0	0.0000	0.0000	0.0000	0.0000	0.0165	0.0128	0.0111	0.0122	0.9107	0.9187	0.8366	0	0	0	0	32	0	0	0	0	0	27	0	0.0000	0.0000	0.0000	0.0000	0.0180	0.0122	0.0104	0.0126	0.9107	0.9186	0.8366	0	0	0	0	28	0	0	0	0	0	42	1	0.0000	0.0000	0.0000	0.0000	0.0151	0.0134	0.0118	0.0118	0.9106	0.9188	0.8367	0.0007	0.0006	2.4816e-01	2.3318e-01	3.1344e-01	5.8999e-02	-2.5477e-02	6.7616e-02	2.8822e+00	5.7551e-01	4.0344e-02	8.6152e-02	3.3523e+00	3.5007e+00	0.0000e+00	0.0000e+00	-8.175224e-01	0.000000e+00	9.5977e-04	7.7621e+01	0.0000e+00	0.000000e+00
